chr1	3000573	3000573	23
chr1	3000574	3000574	15
chr1	3000725	3000725	23
chr1	3000726	3000726	10
chr1	3000900	3000900	7
chr1	3000901	3000901	5
chr1	3001345	3001345	9
chr1	3001346	3001346	16
chr1	3001393	3001393	18
chr1	3001394	3001394	19
chr1	3001630	3001630	10
chr1	3001631	3001631	16
chr1	3002176	3002176	18
chr1	3002177	3002177	18
chr1	3002337	3002337	17
chr1	3002338	3002338	12
chr1	3002385	3002385	15
chr1	3002386	3002386	20
chr1	3002598	3002598	13
chr1	3002599	3002599	18
chr1	3002920	3002920	9
chr1	3002921	3002921	14
chr1	3003552	3003552	16
chr1	3003553	3003553	13
chr1	3003600	3003600	14
chr1	3003601	3003601	17
chr1	3003659	3003659	16
chr1	3003660	3003660	10
chr1	3004012	3004012	0
chr1	3004013	3004013	4
chr1	3004612	3004612	20
chr1	3004613	3004613	22
chr1	3004635	3004635	22
chr1	3004636	3004636	27
chr1	3004681	3004681	21
chr1	3004682	3004682	36
chr1	3004691	3004691	18
chr1	3004692	3004692	35
chr1	3004779	3004779	7
chr1	3004780	3004780	18
chr1	3004821	3004821	3
chr1	3004822	3004822	13
chr1	3004854	3004854	1
chr1	3004855	3004855	0
chr1	3004944	3004944	1
chr1	3004945	3004945	0
chr1	3005008	3005008	0
chr1	3005009	3005009	0
chr1	3005054	3005054	0
chr1	3005055	3005055	0
chr1	3005148	3005148	0
chr1	3005149	3005149	0
chr1	3005204	3005204	0
chr1	3005205	3005205	0
chr1	3005534	3005534	2
chr1	3005535	3005535	3
chr1	3005765	3005765	15
chr1	3005766	3005766	0
chr1	3005846	3005846	18
chr1	3005847	3005847	0
chr1	3005927	3005927	4
chr1	3005928	3005928	2
chr1	3006064	3006064	6
chr1	3006065	3006065	0
chr1	3006186	3006186	2
chr1	3006187	3006187	1
chr1	3006295	3006295	1
chr1	3006296	3006296	14
chr1	3006364	3006364	0
chr1	3006365	3006365	7
chr1	3006477	3006477	0
chr1	3006478	3006478	0
