LAMBDA	3	3	0
LAMBDA	6059	6059	12949
LAMBDA	12087	12087	12462
LAMBDA	17806	17806	14956
LAMBDA	27275	27275	12446
LAMBDA	38151	38151	10498
LAMBDA	45981	45981	12846
chr1	3052799	3052799	28
chr1	3141343	3141343	4
chr1	3250839	3250839	4
chr1	3337368	3337368	1
chr1	3458553	3458553	3
chr1	3553786	3553786	7
chr1	3661254	3661254	12
chr1	3754932	3754932	27
chr1	3850861	3850861	9
chr1	3970468	3970468	18
chr1	4065256	4065256	0
chr1	4177803	4177803	74
chr1	4279310	4279310	4
chr1	4389987	4389987	21
chr1	4467069	4467069	16
chr1	4506990	4506990	15
chr1	4557410	4557410	0
chr1	4624338	4624338	10
chr1	4700795	4700795	1
chr1	4768703	4768703	11
chr1	4813841	4813841	28
chr1	4867994	4867994	15
chr1	4938102	4938102	0
chr1	5009630	5009630	13
chr1	5065125	5065125	16
chr1	5127542	5127542	5
chr1	5218151	5218151	24
chr1	5301580	5301580	21
chr1	5392086	5392086	15
chr1	5494980	5494980	8
chr1	5586321	5586321	21
chr1	5707759	5707759	11
chr1	5799597	5799597	0
chr1	5884851	5884851	5
chr1	5975041	5975041	22
chr1	6070354	6070354	25
chr1	6157079	6157079	18
chr1	6205668	6205668	22
chr1	6286038	6286038	14
chr1	6373103	6373103	16
chr1	6427526	6427526	11
chr1	6506257	6506257	1
chr1	6610414	6610414	21
chr1	6696529	6696529	11
chr1	6801517	6801517	26
chr1	6907100	6907100	15
chr1	7003816	7003816	15
chr1	7079304	7079304	34
chr1	7152562	7152562	7
chr1	7226728	7226728	188
chr1	7298386	7298386	41
chr1	7351975	7351975	20
chr1	7426329	7426329	13
chr1	7526828	7526828	9
chr1	7610188	7610188	0
chr1	7703223	7703223	2
chr1	7806442	7806442	31
chr1	7890532	7890532	5
chr1	7961923	7961923	9
chr1	8027516	8027516	15
chr1	8113238	8113238	0
chr1	8169893	8169893	12
chr1	8239399	8239399	28
chr1	8367008	8367008	3
chr1	8482322	8482322	18
chr1	8598565	8598565	25
chr1	8678769	8678769	0
chr1	8767510	8767510	33
chr1	8864273	8864273	27
chr1	8966912	8966912	28
chr1	9075946	9075946	13
chr1	9178844	9178844	5
chr1	9267020	9267020	3
chr1	9360680	9360680	13
chr1	9468715	9468715	32
chr1	9539552	9539552	35
chr1	9603949	9603949	16
chr1	9687091	9687091	16
chr1	9738201	9738201	24
chr1	9788102	9788102	15
chr1	9838442	9838442	18
chr1	9887002	9887002	24
chr1	9945100	9945100	5
chr1	9986256	9986256	17
chr1	10030015	10030015	17
chr1	10094663	10094663	18
chr1	10157099	10157099	27
chr1	10223104	10223104	15
chr1	10304257	10304257	30
chr1	10389142	10389142	22
chr1	10482873	10482873	23
chr1	10593068	10593068	12
chr1	10699799	10699799	13
chr1	10771929	10771929	22
chr1	10857877	10857877	17
chr1	10935131	10935131	27
chr1	11009127	11009127	16
chr1	11096638	11096638	30
chr1	11182363	11182363	18
chr1	11273877	11273877	1
chr1	11359555	11359555	0
chr1	11444960	11444960	34
chr1	11551790	11551790	24
chr1	11624597	11624597	30
chr1	11716746	11716746	0
chr1	11797006	11797006	0
chr1	11884375	11884375	0
chr1	11969214	11969214	15
chr1	12065717	12065717	26
chr1	12174120	12174120	3
chr1	12279325	12279325	11
chr1	12391065	12391065	3
chr1	12488100	12488100	26
chr1	12576961	12576961	13
chr1	12639454	12639454	13
chr1	12706746	12706746	14
chr1	12765881	12765881	19
chr1	12812560	12812560	24
chr1	12856137	12856137	23
chr1	12925919	12925919	6
chr1	12981566	12981566	13
chr1	13023206	13023206	5
chr1	13072839	13072839	17
chr1	13115823	13115823	36
chr1	13147965	13147965	10
chr1	13187741	13187741	18
chr1	13232856	13232856	14
chr1	13283672	13283672	9
chr1	13332169	13332169	14
chr1	13364058	13364058	18
chr1	13417749	13417749	33
chr1	13484956	13484956	35
chr1	13540548	13540548	6
chr1	13572697	13572697	14
chr1	13613629	13613629	12
chr1	13660024	13660024	14
chr1	13733041	13733041	14
chr1	13804470	13804470	0
chr1	13852797	13852797	25
chr1	13950999	13950999	44
chr1	14032861	14032861	17
chr1	14107696	14107696	0
chr1	14182810	14182810	16
chr1	14259803	14259803	10
chr1	14326465	14326465	30
chr1	14419804	14419804	23
chr1	14492823	14492823	6
chr1	14570620	14570620	6
chr1	14665569	14665569	10
chr1	14744718	14744718	14
chr1	14817020	14817020	11
chr1	14903476	14903476	2
chr1	14975535	14975535	42
chr1	15063095	15063095	33
chr1	15134500	15134500	9
chr1	15237919	15237919	29
chr1	15301258	15301258	15
chr1	15397237	15397237	16
chr1	15502595	15502595	37
chr1	15596070	15596070	12
chr1	15676973	15676973	2
chr1	15751550	15751550	30
chr1	15814977	15814977	21
chr1	15880977	15880977	31
chr1	15936136	15936136	14
chr1	16020683	16020683	0
chr1	16084255	16084255	12
chr1	16117287	16117287	30
chr1	16180112	16180112	0
chr1	16246110	16246110	11
chr1	16314441	16314441	0
chr1	16395316	16395316	6
chr1	16476052	16476052	11
chr1	16518650	16518650	0
chr1	16594286	16594286	23
chr1	16646596	16646596	20
chr1	16700126	16700126	10
chr1	16749297	16749297	38
chr1	16823793	16823793	2
chr1	16898123	16898123	7
chr1	16980426	16980426	19
chr1	17070394	17070394	5
chr1	17127375	17127375	14
chr1	17229515	17229515	17
chr1	17341071	17341071	21
chr1	17427957	17427957	9
chr1	17516869	17516869	0
chr1	17638291	17638291	22
chr1	17730356	17730356	24
chr1	17863157	17863157	7
chr1	17943329	17943329	34
chr1	18025778	18025778	22
chr1	18080386	18080386	8
chr1	18188469	18188469	8
chr1	18292858	18292858	24
chr1	18399504	18399504	14
chr1	18502313	18502313	18
chr1	18574658	18574658	10
chr1	18675204	18675204	12
chr1	18793796	18793796	0
chr1	18893755	18893755	30
chr1	18982613	18982613	5
chr1	19085079	19085079	5
chr1	19129606	19129606	10
chr1	19201286	19201286	35
chr1	19243920	19243920	14
chr1	19322083	19322083	21
chr1	19410562	19410562	15
chr1	19503653	19503653	16
chr1	19609442	19609442	21
chr1	19675616	19675616	1
chr1	19767321	19767321	31
chr1	19848488	19848488	8
chr1	19945555	19945555	19
chr1	20026141	20026141	12
chr1	20125038	20125038	15
chr1	20228917	20228917	19
chr1	20308664	20308664	0
chr1	20412131	20412131	0
chr1	20475800	20475800	25
chr1	20538581	20538581	13
chr1	20601472	20601472	33
chr1	20674666	20674666	24
chr1	20746557	20746557	28
chr1	20794836	20794836	11
chr1	20845546	20845546	21
chr1	20899340	20899340	17
chr1	20941790	20941790	25
chr1	20991832	20991832	37
chr1	21036347	21036347	18
chr1	21070490	21070490	16
chr1	21122600	21122600	14
chr1	21185149	21185149	20
chr1	21242467	21242467	27
chr1	21303019	21303019	14
chr1	21377742	21377742	23
chr1	21443169	21443169	18
chr1	21510991	21510991	21
chr1	21591314	21591314	16
chr1	21688219	21688219	17
chr1	21799493	21799493	23
chr1	21894857	21894857	15
chr1	21960092	21960092	21
chr1	22035669	22035669	17
chr1	22110738	22110738	27
chr1	22198077	22198077	9
chr1	22273413	22273413	0
chr1	22336472	22336472	22
chr1	22404013	22404013	6
chr1	22518724	22518724	6
chr1	22591216	22591216	4
chr1	22669102	22669102	16
chr1	22758504	22758504	21
chr1	22826465	22826465	15
chr1	22915508	22915508	5
chr1	22992804	22992804	2
chr1	23067865	23067865	9
chr1	23150455	23150455	26
chr1	23233240	23233240	13
chr1	23305277	23305277	0
chr1	23350108	23350108	20
chr1	23389923	23389923	18
chr1	23469615	23469615	33
chr1	23549361	23549361	20
chr1	23622190	23622190	0
chr1	23688914	23688914	7
chr1	23753027	23753027	19
chr1	23789896	23789896	0
chr1	23842705	23842705	16
chr1	23911631	23911631	11
chr1	23960869	23960869	16
chr1	24012050	24012050	12
chr1	24073656	24073656	15
chr1	24118687	24118687	44
chr1	24181770	24181770	16
chr1	24240680	24240680	16
chr1	24293767	24293767	22
chr1	24346174	24346174	11
chr1	24410567	24410567	14
chr1	24485460	24485460	11
chr1	24555967	24555967	16
chr1	24600964	24600964	23
chr1	24658851	24658851	23
chr1	24762007	24762007	25
chr1	24805951	24805951	10
chr1	24863418	24863418	0
chr1	24943524	24943524	23
chr1	25035748	25035748	26
chr1	25100816	25100816	12
chr1	25163000	25163000	13
chr1	25229551	25229551	22
chr1	25296379	25296379	17
chr1	25380194	25380194	20
chr1	25470228	25470228	18
chr1	25547055	25547055	15
chr1	25628536	25628536	13
chr1	25704012	25704012	13
chr1	25786026	25786026	12
chr1	25873470	25873470	13
chr1	25950857	25950857	12
chr1	26045405	26045405	17
chr1	26172399	26172399	27
chr1	26291706	26291706	11
chr1	26406227	26406227	0
chr1	26473960	26473960	0
chr1	26537046	26537046	0
chr1	26649315	26649315	13
chr1	26763698	26763698	20
chr1	26886111	26886111	17
chr1	27014400	27014400	17
chr1	27130469	27130469	5
chr1	27217034	27217034	3
chr1	27282089	27282089	6
chr1	27392435	27392435	4
chr1	27523255	27523255	30
chr1	27649589	27649589	27
chr1	27787074	27787074	0
chr1	27858418	27858418	18
chr1	27993437	27993437	26
chr1	28124051	28124051	10
chr1	28233370	28233370	19
chr1	28325961	28325961	11
chr1	28421438	28421438	26
chr1	28515249	28515249	0
chr1	28638822	28638822	23
chr1	28760747	28760747	21
chr1	28882517	28882517	18
chr1	28985184	28985184	0
chr1	29121358	29121358	12
chr1	29262683	29262683	28
chr1	29388685	29388685	8
chr1	29488249	29488249	23
chr1	29614905	29614905	11
chr1	29701390	29701390	0
chr1	29764365	29764365	0
chr1	29881376	29881376	6
chr1	29998627	29998627	25
chr1	30084653	30084653	10
chr1	30143583	30143583	31
chr1	30247695	30247695	13
chr1	30353924	30353924	13
chr1	30427772	30427772	0
chr1	30531284	30531284	21
chr1	30618750	30618750	25
chr1	30687149	30687149	11
chr1	30747896	30747896	7
chr1	30814974	30814974	25
chr1	30863140	30863140	17
chr1	30922746	30922746	16
chr1	30974695	30974695	13
chr1	31020297	31020297	22
chr1	31096387	31096387	14
chr1	31170385	31170385	27
chr1	31256609	31256609	13
chr1	31333187	31333187	22
chr1	31420389	31420389	4
chr1	31517254	31517254	0
chr1	31607118	31607118	0
chr1	31727404	31727404	13
chr1	31803424	31803424	11
chr1	31909624	31909624	24
chr1	32024039	32024039	41
chr1	32130127	32130127	0
chr1	32229756	32229756	34
chr1	32322946	32322946	0
chr1	32435434	32435434	0
chr1	32539378	32539378	18
chr1	32645096	32645096	21
chr1	32732838	32732838	15
chr1	32821173	32821173	21
chr1	32913264	32913264	36
chr1	33001523	33001523	4
chr1	33090050	33090050	7
chr1	33173347	33173347	0
chr1	33262374	33262374	4
chr1	33331749	33331749	22
chr1	33419585	33419585	20
chr1	33491854	33491854	32
chr1	33552150	33552150	24
chr1	33603178	33603178	32
chr1	33670339	33670339	10
chr1	33714639	33714639	41
chr1	33751681	33751681	27
chr1	33792661	33792661	21
chr1	33816102	33816102	11
chr1	33866728	33866728	14
chr1	33909604	33909604	24
chr1	33957276	33957276	20
chr1	33985536	33985536	17
chr1	34028192	34028192	15
chr1	34068375	34068375	21
chr1	34104725	34104725	28
chr1	34144418	34144418	37
chr1	34186730	34186730	15
chr1	34223084	34223084	27
chr1	34247800	34247800	38
chr1	34277608	34277608	20
chr1	34306501	34306501	27
chr1	34331659	34331659	4
chr1	34357614	34357614	19
chr1	34401853	34401853	16
chr1	34452119	34452119	18
chr1	34493436	34493436	15
chr1	34526151	34526151	19
chr1	34569374	34569374	11
chr1	34630725	34630725	11
chr1	34673286	34673286	38
chr1	34726005	34726005	27
chr1	34773976	34773976	35
chr1	34807779	34807779	30
chr1	34856845	34856845	32
chr1	34897685	34897685	20
chr1	34927110	34927110	22
chr1	34979087	34979087	5
chr1	35035174	35035174	36
chr1	35115580	35115580	31
chr1	35204894	35204894	30
chr1	35277819	35277819	10
chr1	35341196	35341196	29
chr1	35408856	35408856	24
chr1	35472952	35472952	13
chr1	35547761	35547761	0
chr1	35625311	35625311	12
chr1	35701967	35701967	27
chr1	35772516	35772516	13
chr1	35832277	35832277	27
chr1	35877434	35877434	46
chr1	35925644	35925644	0
chr1	35972657	35972657	12
chr1	36028100	36028100	23
chr1	36073806	36073806	21
chr1	36121940	36121940	37
chr1	36150628	36150628	20
chr1	36193282	36193282	20
chr1	36233758	36233758	15
chr1	36281854	36281854	13
chr1	36320792	36320792	12
chr1	36359124	36359124	34
chr1	36393266	36393266	27
chr1	36432211	36432211	32
